Primary Column,Location,Field,Latitude,Longitude,PlantingDate
,	USSL 7440	,	102N	,	41.45275	,	-94.14183	,	2022-04-27
,	USSL 7440	,	161N	,	41.45275	,	-94.14183	,	2022-04-27
,	USSL 7440	,	103N	,	41.45275	,	-94.14183	,	2022-04-27
,	USSL 7520	,	104N	,	41.43727	,	-92.43118	,	2022-05-12
,	USSL 7520	,	101N	,	41.43727	,	-92.43118	,	2022-05-12
,	USSL 7520	,	102N	,	41.43727	,	-92.43118	,	2022-05-12
,	USSL 7520	,	106N	,	41.43727	,	-92.43118	,	2022-05-12
,	USSL 7520	,	105N	,	41.43727	,	-92.43118	,	2022-05-12
,	USSL 7520	,	107N	,	41.43727	,	-92.43118	,	2022-05-12
,	USSL 7520	,	103N	,	41.43727	,	-92.43118	,	2022-05-12
,	USSL 752B	,	161N	,	41.43814	,	-92.43483999999999	,	2022-05-12
,	USSL 752B	,	104C	,	41.43814	,	-92.43483999999999	,	2022-05-12
,	USSL 752B	,	181C	,	41.43814	,	-92.43483999999999	,	2022-05-12
,	USSL 752B	,	182C	,	41.43814	,	-92.43483999999999	,	2022-05-12
,	USSL 7D11	,	102C	,	40.982478	,	-95.23816600000001	,	2022-05-23
,	USSL 7D11	,	161N	,	40.982478	,	-95.23816600000001	,	2022-05-23
,	USST 2407	,	161N	,	46.00663	,	-96.081008	,	2022-05-25
,	USST 2407	,	192N	,	46.00663	,	-96.081008	,	2022-05-25
,	USST 2407	,	191N	,	46.00663	,	-96.081008	,	2022-05-25
,	USST 2407	,	102N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2407	,	103N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2407	,	104N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2407	,	101N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2407	,	108N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2407	,	105N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2407	,	106N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2407	,	109N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2407	,	107N	,	46.00663	,	-96.081008	,	2022-05-24
,	USST 2431	,	191N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	110N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	108N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	104N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	106N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	105N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	107N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	101N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	161N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	102N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	109N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	103N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2431	,	192N	,	45.528056	,	-94.860511	,	2022-05-26
,	USST 2432	,	191N	,	45.861722	,	-95.081414	,	2022-05-26
,	USST 2432	,	161N	,	45.861722	,	-95.081414	,	2022-05-26
,	USST 2432	,	101N	,	45.861722	,	-95.081414	,	2022-05-26
,	USST 2540	,	101N	,	45.772739	,	-94.070161	,	2022-05-26
,	USST 2540	,	103C	,	45.772739	,	-94.070161	,	2022-05-26
,	USST 2540	,	161N	,	45.772739	,	-94.070161	,	2022-05-26
,	USST 2540	,	102N	,	45.772739	,	-94.070161	,	2022-05-26
,	USST 2600	,	103N	,	45.002082	,	-92.286901	,	2022-06-01
,	USST 2600	,	191N	,	45.002082	,	-92.286901	,	2022-06-01
,	USST 2600	,	192N	,	45.002082	,	-92.286901	,	2022-06-01
,	USST 2600	,	101N	,	45.002082	,	-92.286901	,	2022-05-31
,	USST 2600	,	204N	,	45.002082	,	-92.286901	,	2022-05-31
,	USST 2600	,	161N	,	45.002082	,	-92.286901	,	2022-05-31
,	USST 2600	,	102N	,	45.002082	,	-92.286901	,	2022-05-31
,	USST 2641	,	161N	,	45.255319	,	-92.198069	,	2022-05-27
,	USST 2641	,	103N	,	45.255319	,	-92.198069	,	2022-05-27
,	USST 2641	,	102N	,	45.255319	,	-92.198069	,	2022-05-27
,	USST 2641	,	101C	,	45.255319	,	-92.198069	,	2022-05-27
,	USST 3402	,	103N	,	45.381003	,	-95.90195	,	2022-05-24
,	USST 3402	,	102N	,	45.381003	,	-95.90195	,	2022-05-24
,	USST 3402	,	161N	,	45.381003	,	-95.90195	,	2022-05-24
,	USST 3402	,	192C	,	45.381003	,	-95.90195	,	2022-05-24
,	USST 3402	,	191N	,	45.381003	,	-95.90195	,	2022-05-24
,	USST 3402	,	101N	,	45.381003	,	-95.90195	,	2022-05-24
,	USST 3412	,	191N	,	45.123311	,	-95.63833200000001	,	2022-05-26
,	USST 3412	,	192N	,	45.123311	,	-95.63833200000001	,	2022-05-26
,	USST 3412	,	161N	,	45.123311	,	-95.63833200000001	,	2022-05-26
,	USST 3437	,	102N	,	44.704865	,	-94.91467299999999	,	2022-05-25
,	USST 3437	,	192C	,	44.704865	,	-94.91467299999999	,	2022-05-25
,	USST 3437	,	161N	,	44.704865	,	-94.91467299999999	,	2022-05-25
,	USST 3437	,	101N	,	44.704865	,	-94.91467299999999	,	2022-05-25
,	USST 3437	,	191N	,	44.704865	,	-94.91467299999999	,	2022-05-25
,	USST 3439	,	101N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	105N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	104N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	106N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	102N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	181C	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	192C	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	107N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	191N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	161N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3439	,	103N	,	44.539476	,	-94.230345	,	2022-05-25
,	USST 3601	,	516N	,	44.852422	,	-92.715509	,	2022-05-16
,	USST 3601	,	181C	,	44.852422	,	-92.715509	,	2022-05-16
,	USST 3601	,	517N	,	44.852422	,	-92.715509	,	2022-05-16
,	USST 3601	,	518N	,	44.852422	,	-92.715509	,	2022-05-16
,	USST 3601	,	206N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	311N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	310N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	207N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	208N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	413N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	412N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	205N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	209N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	415N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	414N	,	44.852422	,	-92.715509	,	2022-05-10
,	USST 3601	,	192C	,	44.852422	,	-92.715509	,	2022-05-08
,	USST 3601	,	103N	,	44.852422	,	-92.715509	,	2022-05-07
,	USST 3601	,	191N	,	44.852422	,	-92.715509	,	2022-05-07
,	USST 3601	,	104N	,	44.852422	,	-92.715509	,	2022-05-07
,	USST 3601	,	102N	,	44.852422	,	-92.715509	,	2022-05-07
,	USST 3601	,	161N	,	44.852422	,	-92.715509	,	2022-05-07
,	USST 3601	,	101N	,	44.852422	,	-92.715509	,	2022-05-06
,	USST 3D01	,	161N	,	45.303181	,	-95.418744	,	2022-05-25
,	USST 3D01	,	101N	,	45.303181	,	-95.418744	,	2022-05-25
,	USST 3D02	,	101N	,	45.038419	,	-95.022232	,	2022-05-26
,	USST 3D02	,	161N	,	45.038419	,	-95.022232	,	2022-05-26
,	USST 3D41	,	161N	,	45.497367	,	-93.969358	,	2022-05-26
,	USST 3F10	,	161N	,	44.762792	,	-91.615703	,	2022-06-01
,	USST 4400	,	103N	,	43.574646	,	-95.723209	,	2022-05-18
,	USST 4400	,	101N	,	43.574646	,	-95.723209	,	2022-05-18
,	USST 4400	,	102N	,	43.574646	,	-95.723209	,	2022-05-18
,	USST 4400	,	161N	,	43.574646	,	-95.723209	,	2022-05-18
,	USST 4400	,	105N	,	43.574646	,	-95.723209	,	2022-05-18
,	USST 4400	,	104N	,	43.574646	,	-95.723209	,	2022-05-18
,	USST 4400	,	192N	,	43.574646	,	-95.723209	,	2022-05-18
,	USST 4400	,	191N	,	43.574646	,	-95.723209	,	2022-05-18
,	USST 4424	,	105N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	192C	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	101N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	161N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	102N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	191N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	108N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	106N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	103N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	104N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4424	,	107N	,	43.746817	,	-95.225014	,	2022-05-20
,	USST 4439	,	161N	,	43.443744	,	-94.03235599999999	,	2022-05-11
,	USST 4439	,	103N	,	43.443744	,	-94.03235599999999	,	2022-05-11
,	USST 4439	,	104N	,	43.443744	,	-94.03235599999999	,	2022-05-11
,	USST 4439	,	102N	,	43.443744	,	-94.03235599999999	,	2022-05-11
,	USST 4439	,	101N	,	43.443744	,	-94.03235599999999	,	2022-05-10
,	USST 4442	,	102N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4442	,	101N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4442	,	106N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4442	,	161N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4442	,	192N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4442	,	103N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4442	,	191N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4442	,	104N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4442	,	105N	,	43.958264	,	-94.622303	,	2022-05-23
,	USST 4515	,	114N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	112N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	116N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	118N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	117N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	161N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	106N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	110N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	105N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	113N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	108N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	104N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	102N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	103N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	101N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	109N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	119N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	111N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	107N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4515	,	115N	,	43.91443	,	-93.737298	,	2022-05-21
,	USST 4524	,	181C	,	43.514973	,	-92.616111	,	2022-05-13
,	USST 4524	,	191C	,	43.514973	,	-92.616111	,	2022-05-13
,	USST 4524	,	192N	,	43.514973	,	-92.616111	,	2022-05-13
,	USST 4524	,	161N	,	43.514973	,	-92.616111	,	2022-05-12
,	USST 4526	,	102C	,	44.31115	,	-93.048148	,	2022-06-01
,	USST 4526	,	101C	,	44.31115	,	-93.048148	,	2022-06-01
,	USST 4527	,	102C	,	43.53355	,	-92.622829	,	2022-05-13
,	USST 4527	,	101C	,	43.53355	,	-92.622829	,	2022-05-13
,	USST 4527	,	103C	,	43.53355	,	-92.622829	,	2022-05-13
,	USST 4531	,	102N	,	44.482594	,	-93.034527	,	2022-05-31
,	USST 4531	,	503C	,	44.482594	,	-93.034527	,	2022-05-29
,	USST 4531	,	506N	,	44.482594	,	-93.034527	,	2022-05-29
,	USST 4531	,	505C	,	44.482594	,	-93.034527	,	2022-05-29
,	USST 4531	,	504C	,	44.482594	,	-93.034527	,	2022-05-29
,	USST 4531	,	101N	,	44.482594	,	-93.034527	,	2022-05-23
,	USST 4531	,	592C	,	44.482594	,	-93.034527	,	2022-05-14
,	USST 4531	,	591C	,	44.482594	,	-93.034527	,	2022-05-14
,	USST 4531	,	561N	,	44.482594	,	-93.034527	,	2022-05-14
,	USST 4532	,	161N	,	44.299294	,	-93.071078	,	2022-05-16
,	USST 4532	,	191C	,	44.299294	,	-93.071078	,	2022-05-16
,	USST 4532	,	192N	,	44.299294	,	-93.071078	,	2022-05-16
,	USST 4533	,	161N	,	43.921503	,	-92.942227	,	2022-05-12
,	USST 4533	,	192N	,	43.921503	,	-92.942227	,	2022-05-12
,	USST 4533	,	191N	,	43.921503	,	-92.942227	,	2022-05-12
,	USST 4533	,	110N	,	43.921503	,	-92.942227	,	2022-05-12
,	USST 4533	,	111N	,	43.921503	,	-92.942227	,	2022-05-12
,	USST 4533	,	101N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4533	,	102N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4533	,	103N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4533	,	107N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4533	,	104N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4533	,	106N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4533	,	109N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4533	,	108N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4533	,	105N	,	43.921503	,	-92.942227	,	2022-05-11
,	USST 4538	,	102C	,	44.5819	,	-93.182394	,	2022-06-02
,	USST 4538	,	106C	,	44.5819	,	-93.182394	,	2022-06-02
,	USST 4538	,	101C	,	44.5819	,	-93.182394	,	2022-06-02
,	USST 4538	,	105C	,	44.5819	,	-93.182394	,	2022-06-02
,	USST 4538	,	103C	,	44.5819	,	-93.182394	,	2022-06-02
,	USST 4538	,	104C	,	44.5819	,	-93.182394	,	2022-06-02
,	USST 4D18	,	161N	,	44.373009	,	-95.590941	,	2022-05-27
,	USST 4D18	,	101C	,	44.373009	,	-95.590941	,	2022-05-27
,	USST 4Z01	,	101N	,	43.97775966	,	-92.20867507	,	2022-05-13
,	USST 4Z01	,	161N	,	43.97775966	,	-92.20867507	,	2022-05-13
,	USST 4Z05	,	161N	,	43.702139	,	-94.002736	,	2022-06-01
,	USST 4Z05	,	101C	,	43.702139	,	-94.002736	,	2022-06-01
,	USST 4Z20	,	102C	,	43.491781	,	-91.881548	,	2022-05-31
,	USST 4Z20	,	161N	,	43.491781	,	-91.881548	,	2022-05-31
,	USST 4Z20	,	101N	,	43.491781	,	-91.881548	,	2022-05-31
,	USST 5D40	,	101C	,	43.640764	,	-94.49209999999999	,	2022-05-23
,	USST 5D40	,	161N	,	43.640764	,	-94.49209999999999	,	2022-05-23
,	USWA 5D04	,	103N	,	42.807086	,	-95.880848	,	2022-05-28
,	USWA 5D04	,	161N	,	42.807086	,	-95.880848	,	2022-05-28
,	USWA 5D04	,	102C	,	42.807086	,	-95.880848	,	2022-05-28
,	USWA 6334	,	112N	,	42.170568	,	-96.998333	,	2022-05-28
,	USWA 6334	,	110N	,	42.170568	,	-96.998333	,	2022-05-28
,	USWA 6334	,	111N	,	42.170568	,	-96.998333	,	2022-05-28
,	USWA 6334	,	109N	,	42.170568	,	-96.998333	,	2022-05-26
,	USWA 6334	,	108N	,	42.170568	,	-96.998333	,	2022-05-26
,	USWA 6334	,	105N	,	42.170568	,	-96.998333	,	2022-05-25
,	USWA 6334	,	103N	,	42.170568	,	-96.998333	,	2022-05-25
,	USWA 6334	,	104N	,	42.170568	,	-96.998333	,	2022-05-25
,	USWA 6334	,	107N	,	42.170568	,	-96.998333	,	2022-05-25
,	USWA 6334	,	106C	,	42.170568	,	-96.998333	,	2022-05-25
,	USWA 6334	,	191N	,	42.170568	,	-96.998333	,	2022-05-23
,	USWA 6334	,	102N	,	42.170568	,	-96.998333	,	2022-05-23
,	USWA 6334	,	161N	,	42.170568	,	-96.998333	,	2022-05-23
,	USWA 6C03	,	161N	,	42.761098	,	-96.66515	,	2022-05-26
,	USWA 6C03	,	102N	,	42.761098	,	-96.66515	,	2022-05-26
,	USWA 6C21	,	161N	,	41.605948	,	-97.657644	,	2022-05-30
,	USWA 6C21	,	102N	,	41.605948	,	-97.657644	,	2022-05-30
,	USWA 6C22	,	161N	,	41.611709	,	-97.658321	,	2022-05-30
,	USWA 6C32	,	162N	,	42.51759	,	-97.285763	,	2022-05-04
,	USWA 6C32	,	101N	,	42.51759	,	-97.285763	,	2022-05-04
,	USWA 6C35	,	102N	,	41.908833	,	-96.98066799999999	,	2022-05-29
,	USWA 6D01	,	103N	,	42.575511	,	-95.681076	,	2022-05-28
,	USWA 6D01	,	161N	,	42.575511	,	-95.681076	,	2022-05-28
,	USWA 6D01	,	102N	,	42.575511	,	-95.681076	,	2022-05-28
,	USWA 6D08	,	102C	,	42.151313	,	-95.835613	,	2022-05-24
,	USWA 6D08	,	161N	,	42.151313	,	-95.835613	,	2022-05-24
,	USWA 6D08	,	103N	,	42.151313	,	-95.835613	,	2022-05-24
,	USWA 6D16	,	102N	,	41.823362	,	-95.422279	,	2022-05-23
,	USWA 6D16	,	161N	,	41.823362	,	-95.422279	,	2022-05-23
,	USWA 7319	,	106N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	108N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	107N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	110N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	105N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	191C	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	111N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	161N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	103N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	104N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	109N	,	40.770555	,	-97.951994	,	2022-05-20
,	USWA 7319	,	101N	,	40.770555	,	-97.951994	,	2022-05-19
,	USWA 7319	,	102N	,	40.770555	,	-97.951994	,	2022-05-19
,	USWA 7326	,	101C	,	40.782697	,	-97.866283	,	2022-05-19
,	USWA 7326	,	103C	,	40.782697	,	-97.866283	,	2022-05-19
,	USWA 7326	,	102C	,	40.782697	,	-97.866283	,	2022-05-19
,	USWA 7330	,	174N	,	40.742311	,	-97.26935	,	2022-05-20
,	USWA 7330	,	161N	,	40.742311	,	-97.26935	,	2022-05-20
,	USWA 7330	,	102N	,	40.742311	,	-97.26935	,	2022-05-20
,	USWA 7330	,	186C	,	40.742311	,	-97.26935	,	2022-05-20
,	USWA 7330	,	105C	,	40.742311	,	-97.26935	,	2022-05-20
,	USWA 7330	,	103N	,	40.742311	,	-97.26935	,	2022-05-20
,	USWA 7332	,	103N	,	41.031733	,	-97.09311700000001	,	2022-05-20
,	USWA 7332	,	102N	,	41.031733	,	-97.09311700000001	,	2022-05-20
,	USWA 7332	,	161N	,	41.031733	,	-97.09311700000001	,	2022-05-20
,	USWA 7340	,	185N	,	41.239829	,	-96.583984	,	2022-06-03
,	USWA 7340	,	201N	,	41.239829	,	-96.583984	,	2022-06-03
,	USWA 7340	,	104N	,	41.239829	,	-96.583984	,	2022-06-03
,	USWA 7340	,	103N	,	41.239829	,	-96.583984	,	2022-06-03
,	USWA 7340	,	102N	,	41.239829	,	-96.583984	,	2022-06-03
,	USWA 7340	,	101C	,	41.239829	,	-96.583984	,	2022-05-21
,	USWA 7341	,	107N	,	41.408538	,	-96.756584	,	2022-05-23
,	USWA 7341	,	108N	,	41.408538	,	-96.756584	,	2022-05-23
,	USWA 7345	,	196N	,	41.40855	,	-96.758695	,	2022-05-25
,	USWA 7345	,	166N	,	41.40855	,	-96.758695	,	2022-05-23
,	USWA 7345	,	102N	,	41.40855	,	-96.758695	,	2022-05-23
,	USWA 7345	,	103N	,	41.40855	,	-96.758695	,	2022-05-23
,	USWA 7345	,	104N	,	41.40855	,	-96.758695	,	2022-05-23
,	USWA 7345	,	101N	,	41.40855	,	-96.758695	,	2022-05-23
,	USWA 7345	,	105N	,	41.40855	,	-96.758695	,	2022-05-23
,	USWA 7347	,	ELK_Fld3	,	41.350397	,	-96.263307	,	2022-05-11
,	USWA 7347	,	Elk_FLD4	,	41.350397	,	-96.263307	,	2022-05-11
,	USWA 7347	,	ELK_787	,	41.350397	,	-96.263307	,	2022-05-11
,	USWA 7347	,	Elk_Herb	,	41.350397	,	-96.263307	,	2022-05-11
,	USWA 73H1	,	101C	,	41.239837	,	-96.586106	,	2022-05-21
,	USWA 7C27	,	161N	,	40.416315	,	-96.960448	,	2022-05-29
,	USWA 7C27	,	102N	,	40.416315	,	-96.960448	,	2022-05-29
,	USWA 7C29	,	102N	,	41.652165	,	-96.983799	,	2022-05-29
,	USWA 7C29	,	161N	,	41.652165	,	-96.983799	,	2022-05-29
,	USWA 7C35	,	103N	,	40.727393	,	-96.28016700000001	,	2022-05-14
,	USWA 7C35	,	161N	,	40.727393	,	-96.28016700000001	,	2022-05-13
,	USWA 7C35	,	102N	,	40.727393	,	-96.28016700000001	,	2022-05-13
,	USWA 7C36	,	161N	,	39.923086	,	-95.359189	,	2022-04-29
,	USWA 7C36	,	102N	,	39.923086	,	-95.359189	,	2022-04-29
,	USWA 7C37	,	161N	,	40.06382	,	-95.879366	,	2022-05-12
,	USWA 7C37	,	102N	,	40.06382	,	-95.879366	,	2022-05-12
,	USWA 7C39	,	161N	,	41.515204	,	-96.280522	,	2022-05-29
,	USWA 7C39	,	103N	,	41.515204	,	-96.280522	,	2022-05-29
,	USWA 7C39	,	102N	,	41.515204	,	-96.280522	,	2022-05-29
,	USWA 7D08	,	161N	,	40.594521	,	-95.59242500000001	,	2022-05-10
,	USWA 7D08	,	102N	,	40.594521	,	-95.59242500000001	,	2022-05-10
,	USWA 8320	,	112N	,	40.298933	,	-97.132957	,	2022-05-19
,	USWA 8320	,	161N	,	40.298933	,	-97.132957	,	2022-05-19
,	USWA 8320	,	108N	,	40.298933	,	-97.132957	,	2022-05-18
,	USWA 8320	,	110N	,	40.298933	,	-97.132957	,	2022-05-18
,	USWA 8320	,	105N	,	40.298933	,	-97.132957	,	2022-05-18
,	USWA 8320	,	107N	,	40.298933	,	-97.132957	,	2022-05-18
,	USWA 8320	,	111N	,	40.298933	,	-97.132957	,	2022-05-18
,	USWA 8320	,	109N	,	40.298933	,	-97.132957	,	2022-05-18
,	USWA 8320	,	106N	,	40.298933	,	-97.132957	,	2022-05-18
,	USWA 8320	,	104N	,	40.298933	,	-97.132957	,	2022-05-16
,	USWA 8320	,	103N	,	40.298933	,	-97.132957	,	2022-05-16
,	USWA 8320	,	101N	,	40.298933	,	-97.132957	,	2022-05-16
,	USWA 8320	,	102N	,	40.298933	,	-97.132957	,	2022-05-16
,	USWA 8C05	,	168N	,	39.839357	,	-95.768146	,	2022-04-29
,	USWA 8C05	,	107N	,	39.839357	,	-95.768146	,	2022-04-28
,	USWA 8C05	,	103N	,	39.839357	,	-95.768146	,	2022-04-28
,	USWA 8C05	,	105N	,	39.839357	,	-95.768146	,	2022-04-28
,	USWA 8C05	,	102N	,	39.839357	,	-95.768146	,	2022-04-28
,	USWA 8C05	,	104N	,	39.839357	,	-95.768146	,	2022-04-28
,	USWA 8C05	,	106N	,	39.839357	,	-95.768146	,	2022-04-28
,	USWA 8C05	,	101N	,	39.839357	,	-95.768146	,	2022-04-27
,	USWA 8D04	,	102N	,	39.954558	,	-95.17146099999999	,	2022-05-11
,	USWA 8D04	,	161N	,	39.954558	,	-95.17146099999999	,	2022-05-11
